person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist
785,B,A,B,A,A,B,A,A,B,A,A,A,A,A,F,D
787,D,D,D,A,A,,D,B,A,A,,D,D,A,D,D
789,A,F,B,,B,C,,,B,D,A,D,A,D,A,D
790,A,D,,,D,,A,F,A,A,D,D,C,B,,F
792,A,F,D,D,D,A,B,A,A,F,D,D,A,A,A,D
794,D,,D,A,B,,A,A,D,B,A,F,F,A,,A
796,D,,D,D,D,D,D,A,,A,D,A,A,D,A,A
797,A,D,A,C,A,A,,A,B,,,,,A,D,F
798,B,B,A,D,A,B,A,,,D,D,B,,,D,D
799,A,D,F,A,A,A,A,B,D,B,,D,D,A,D,D
805,D,,A,,,D,A,B,,D,A,,,F,,D
806,A,A,D,,,,D,D,C,A,D,D,A,D,D,
808,A,A,F,,A,A,,D,A,A,A,A,B,A,A,A
810,D,F,F,,,B,D,A,B,A,A,B,,,B,A
812,,B,,,A,B,A,,A,B,F,A,B,F,D,D
816,,F,B,D,,A,A,A,B,A,,A,F,F,A,A
817,A,B,D,A,A,A,A,B,A,D,,,A,,D,F
819,A,D,,A,F,C,A,B,,B,A,A,A,F,A,
820,,A,F,D,F,D,B,,,B,D,D,D,A,D,D
822,D,,,D,D,B,B,A,,A,D,D,B,B,,A
823,D,D,B,A,A,A,A,B,A,A,D,D,,,A,D
824,A,B,A,A,A,B,A,A,B,B,,A,A,A,D,D
825,A,D,A,D,,,D,A,A,A,A,A,,A,A,A
828,,F,A,B,,A,A,,A,A,D,,A,,A,A
829,D,,D,B,A,D,A,,D,D,,B,A,A,B,
830,A,,D,,A,D,F,,B,A,D,D,A,A,,A
832,A,A,D,D,,,,,A,D,A,,A,A,B,B
833,D,F,B,F,A,B,D,,A,D,D,A,,B,D,A
834,F,D,A,A,,B,A,D,A,A,A,D,A,B,,D
835,D,,B,A,F,F,B,B,,D,A,,A,A,,A
844,A,C,A,D,A,B,,C,B,D,B,F,A,,A,B
845,B,D,A,A,A,B,D,D,,B,,,C,A,,D
846,D,A,B,B,B,A,A,F,A,A,D,A,,A,F,
849,,D,A,A,B,F,,A,D,A,D,,C,B,,
851,A,A,D,A,A,A,A,A,A,D,,A,,F,B,A
852,,F,A,A,,A,D,D,F,F,,B,B,A,,A
854,B,B,A,,D,A,A,A,D,,A,A,F,B,F,B
855,A,B,A,F,D,B,B,A,A,A,A,,,A,A,A
860,A,A,B,F,A,B,B,,A,A,A,A,B,D,A,A
863,A,B,A,A,B,A,A,A,D,D,F,B,A,A,D,B
864,D,,D,F,B,B,A,,D,,D,A,,D,D,A
865,F,D,D,D,,D,,A,B,D,,A,B,,,
868,C,,D,D,A,A,B,A,A,F,D,A,D,A,B,
870,,A,,B,A,A,B,D,A,A,A,,A,A,,B
871,B,,A,,B,A,A,B,F,A,A,A,A,A,A,
872,,A,A,D,A,A,,D,B,D,A,,A,B,B,B
875,A,,A,A,B,A,A,,A,A,A,D,D,B,A,A
876,,A,D,A,,A,D,B,B,,,A,D,A,,B
877,A,D,,,,D,F,D,A,A,A,A,B,D,D,
880,,A,D,,A,,D,B,D,A,D,F,,,F,
883,D,B,B,A,B,F,D,A,B,A,,,,B,,F
884,B,D,A,A,B,B,A,A,A,B,F,,B,,B,D
885,A,B,,B,B,,A,B,D,A,A,F,B,D,D,
886,,,,,A,B,A,D,A,D,C,A,D,D,A,D
888,D,A,D,,D,A,D,A,A,,D,D,F,D,A,A
889,,A,,,B,D,A,,A,A,D,D,A,B,A,A
890,A,D,A,D,A,D,B,B,A,F,D,A,F,,A,
892,A,A,D,F,B,A,D,B,B,D,A,,A,A,A,
893,D,A,D,B,A,F,D,D,A,A,D,D,A,D,A,A
902,A,,A,,B,B,B,A,,D,A,C,B,B,D,A
906,D,B,A,,,A,B,B,A,D,F,A,B,,A,F
908,B,D,A,,A,A,A,,A,D,A,A,,A,,B
909,A,,,B,D,,D,A,F,A,B,B,D,,,D
911,B,B,A,B,D,,D,A,,A,A,A,A,,F,A
912,,A,D,D,B,A,,,A,D,D,D,A,A,D,
914,A,,A,D,D,A,A,A,,A,A,B,F,,D,D
918,,D,A,A,B,,A,D,D,D,A,,A,D,A,A
919,A,A,F,,,C,D,A,D,A,F,,A,D,A,A
920,D,,D,D,A,F,B,B,D,B,,A,A,,,B
921,,F,,A,A,A,,,A,A,,B,,,F,C
924,A,D,A,D,,,,,,B,A,,A,,A,A
925,,A,,,B,A,A,,,A,B,,,,B,F
926,B,B,B,B,D,B,D,D,B,B,A,C,,D,,D
928,,A,A,A,,A,B,C,A,F,A,B,D,D,A,D
930,,,A,B,A,D,,D,B,A,F,,,D,,B
932,A,A,D,,D,F,A,D,A,A,D,,,F,A,A
933,A,,A,B,,A,A,B,A,D,B,,A,D,,
934,A,A,,D,A,D,A,D,B,A,A,D,A,F,D,A
935,A,D,A,A,A,D,D,,,A,A,B,A,,B,F
937,B,,,D,A,A,D,F,A,A,,,D,A,D,D
938,A,A,A,A,B,B,A,D,A,C,,,D,A,,A
940,B,,A,D,A,B,A,D,B,B,D,A,A,A,,
942,,,A,B,A,A,F,D,A,A,A,,A,D,B,A
944,D,D,B,A,A,A,A,A,A,F,,,A,,D,A
945,,A,,B,D,C,A,F,C,A,A,A,F,,,D
948,A,A,B,B,A,,A,F,B,B,D,D,B,B,B,F
950,A,D,D,C,A,F,F,A,,,D,A,B,B,B,A
952,,,B,D,B,B,F,A,A,A,F,A,A,,A,A
953,,A,A,A,D,A,F,A,D,A,A,F,A,A,A,
956,A,D,B,,A,D,A,A,A,A,F,A,,,,
958,B,D,,A,D,A,A,D,A,B,D,A,A,D,,A
959,A,A,D,A,A,A,A,,,D,,B,,,B,
961,,B,A,A,A,D,B,A,,A,B,A,B,A,A,
963,D,B,A,,A,A,A,A,B,D,A,,D,D,D,D
964,D,A,D,,,A,A,A,D,A,,B,,D,A,
965,A,A,,,B,D,D,A,B,,A,,F,A,D,
966,D,B,,D,,D,,D,D,B,D,C,A,A,,
967,A,B,A,,A,D,A,,,C,A,A,D,D,A,B
972,F,,D,B,A,B,,,D,,A,A,D,D,D,A
974,D,F,B,D,A,D,B,A,A,D,A,A,D,,D,A
975,A,A,A,F,B,D,D,A,D,F,D,,A,,,D
976,D,D,B,,B,A,D,D,A,D,D,B,A,A,,B
977,D,D,A,B,,,,F,A,,B,,A,A,B,F
978,,,,A,,A,D,A,A,B,A,A,,D,D,
979,A,D,D,D,A,B,A,B,D,A,D,A,,A,,F
981,A,A,A,D,B,D,A,F,A,A,B,,,D,A,
982,A,A,,A,A,F,D,,B,A,A,F,A,A,,A
983,B,A,,B,B,D,B,D,,D,A,A,A,B,A,B
984,A,A,,B,B,D,,D,A,D,,,A,C,A,D
985,A,,A,A,A,D,D,,B,D,,F,,,A,A
989,A,A,B,B,B,,A,B,,B,A,A,B,D,D,B
990,A,A,,A,A,D,B,A,A,B,,B,F,D,A,F
992,D,D,A,B,B,D,B,,F,D,A,,,A,,D
994,D,A,F,F,D,A,A,A,D,A,C,,A,F,,F
997,A,B,F,B,A,D,A,D,A,A,A,A,B,,D,A
1000,,,A,,A,,D,A,D,A,D,A,B,,D,A
1003,,,,A,,D,A,D,A,,D,A,D,A,,A
1004,B,B,A,A,,B,D,F,,A,,A,D,A,B,B
1007,A,B,A,A,B,A,B,D,D,B,,A,B,A,A,
1008,A,,D,,,A,,A,A,A,F,A,D,D,D,B
1010,D,A,D,D,A,,D,D,D,A,D,D,A,A,A,A
1012,,,B,,,,B,A,,D,A,A,D,,D,C
1015,B,B,,D,,,B,A,A,A,A,,,D,A,A
1018,A,,A,B,,,A,F,D,A,,D,A,A,D,D
1020,,D,B,A,D,D,,,,D,,D,A,,A,B
1022,D,A,,A,A,F,C,A,,D,,A,F,A,D,F
1023,A,A,A,A,A,A,A,A,A,A,A,,D,A,D,D
1025,D,D,B,C,A,B,A,B,D,B,A,D,A,A,D,
1026,,F,D,C,D,D,,A,B,B,A,D,,,D,A
1027,F,A,A,D,B,A,D,A,A,,A,D,,A,A,A
1028,F,A,D,D,A,D,A,A,A,D,B,A,B,A,D,D
1029,,B,,A,A,,A,B,A,,,A,A,B,,B
1034,D,D,A,A,A,A,D,A,,A,D,D,A,D,D,
1035,A,A,,B,D,B,A,A,B,A,D,A,A,,D,A
1036,A,B,D,,B,A,,D,A,,,B,D,A,A,B
1037,C,A,A,D,D,,B,B,D,B,D,F,A,D,D,D
1039,,D,,A,A,,D,A,B,D,A,D,A,A,A,
1041,A,A,A,D,A,A,D,A,D,B,,D,,B,B,B
1042,B,,D,D,B,D,A,A,A,D,,A,A,B,A,A
1044,D,A,,,,A,A,A,B,A,D,,B,D,F,B
1045,D,A,A,D,A,A,,,,D,D,D,,A,,D
1046,D,D,A,A,,,B,D,,B,,A,B,D,,D
1047,A,,A,,,D,A,D,A,A,A,,A,B,,A
1048,D,F,,B,D,D,,B,F,D,B,A,,,D,
1051,A,B,,,D,A,A,B,A,A,,D,F,D,B,D
1052,D,B,D,D,,A,D,D,D,A,A,,A,A,,A
1053,A,A,A,D,B,A,D,D,B,D,,A,B,D,B,D
1054,A,F,F,A,A,A,,B,A,,A,C,F,D,D,A
1055,,D,B,,B,D,,A,D,,B,,,,A,A
1059,B,A,A,,D,,B,F,A,D,B,A,B,,,D
1060,D,,F,A,,B,B,D,A,D,D,A,D,B,A,B
1063,D,A,F,,B,,B,A,A,D,,C,B,A,A,D
1064,A,D,D,D,A,A,B,,D,B,A,A,D,D,,A
1065,,,A,D,D,F,F,B,,A,A,,F,A,,A
1066,,A,D,,B,D,A,D,A,A,,A,B,A,A,F
1067,A,D,D,C,A,,B,A,A,B,A,A,D,D,A,A
1068,D,A,A,B,D,,A,A,D,A,A,B,F,F,A,A
1071,D,A,,D,,A,,A,A,D,,D,A,A,D,D
1073,A,B,A,B,B,,D,B,A,A,D,B,D,,B,B
1074,D,,A,A,D,A,A,A,D,D,B,F,A,A,C,B
1077,,C,,B,D,A,A,A,A,A,A,F,A,,A,
1079,D,A,A,A,D,A,,A,D,B,A,A,D,F,D,A
1080,A,D,B,A,D,D,F,A,F,F,,D,D,A,,A
1081,D,,B,A,A,D,B,A,A,A,B,,,A,,A
1082,B,A,,D,A,B,B,,A,A,D,B,D,D,,
1083,D,A,A,F,,,C,F,,A,,B,,,D,B
1084,A,A,A,A,,,A,B,A,B,A,A,A,A,A,B
1087,D,A,B,B,D,,B,A,,A,D,A,,,B,A
1088,,A,D,A,,C,A,B,D,A,B,A,B,D,D,D
1089,D,,A,D,F,D,F,,F,A,A,A,A,A,D,F
1090,F,A,A,D,,B,F,A,A,A,,A,D,A,A,
1091,A,,,,B,A,D,A,B,A,F,B,,B,A,
1093,B,A,A,D,A,,B,,B,B,B,A,,D,A,F
1094,,A,D,,A,D,,A,D,A,B,,B,F,A,B
1095,A,,,A,,B,B,B,,A,D,,A,,D,B
1096,B,B,A,A,D,,A,,,,A,B,A,A,A,A
1098,D,,B,A,F,,A,B,A,D,A,,,A,A,A
1099,B,A,,A,B,F,A,A,C,A,A,A,A,A,A,B
1100,D,,A,A,A,,A,D,C,,,,B,,F,D
1102,A,D,,D,A,B,A,A,D,A,A,B,D,D,A,
1104,B,D,A,F,,A,D,,A,B,D,,A,F,D,
1105,,A,C,D,D,D,A,A,A,B,A,A,A,,D,
1106,A,A,B,D,,A,,,F,A,B,A,D,A,,
1107,B,A,,D,A,D,A,D,F,F,,A,B,A,A,F
1109,B,D,D,A,A,A,A,,B,B,A,,A,,A,F
1112,A,F,,,A,D,,B,A,A,A,,F,D,A,A
1113,,A,A,A,,D,A,D,,A,A,A,B,B,,
1114,A,B,,A,A,A,D,A,F,A,D,B,B,,D,D
1115,C,,B,,D,D,A,A,D,B,D,B,D,B,,D
1116,D,F,F,B,B,,A,,D,,,F,,A,D,A
1119,A,C,,F,A,B,A,D,,B,D,B,D,,B,A
1124,A,,B,A,,A,A,,F,B,,D,,D,D,D
1126,A,A,A,B,,D,A,B,D,C,,A,,A,D,
1127,A,A,A,D,,B,A,B,D,D,B,,A,A,,
1130,B,,,A,A,A,A,D,A,,A,A,D,,D,B
1131,,D,A,,D,F,C,B,B,A,B,A,A,A,,
1132,C,D,D,,A,F,A,A,B,,A,,,D,A,A
1133,,B,D,D,B,F,D,B,A,D,,A,A,A,A,A
1135,,D,C,A,A,D,A,A,A,,B,,A,A,A,B
1136,F,D,D,A,A,B,A,A,B,A,D,A,D,B,A,D
1137,A,A,B,A,A,B,B,B,,B,D,D,A,D,D,
1143,,A,A,D,A,D,F,B,B,A,A,A,,,B,
1146,A,A,F,D,D,A,F,D,,A,D,D,A,F,D,B
1150,A,D,C,B,D,B,D,A,,B,A,,A,A,A,
1156,B,D,D,D,F,B,D,D,B,,,D,D,D,A,D
1158,A,C,D,D,B,A,D,A,,A,A,,A,,A,A
1160,A,A,,B,A,F,A,A,B,B,,B,A,,B,A
1161,A,A,,,B,A,A,A,,D,,A,D,B,,F
1162,D,A,D,,A,A,A,A,A,D,D,D,,B,,
1163,D,D,,A,A,F,B,A,A,D,A,,F,,F,B
1164,,A,,A,A,B,D,D,B,D,,A,A,D,A,B
1167,A,,D,B,D,A,D,A,,D,,,D,F,A,D
1168,B,D,,C,B,A,B,A,,D,,A,A,A,B,B
1171,A,A,A,,B,,,A,C,A,,B,A,D,D,D
1172,F,F,A,C,,F,D,A,D,C,D,D,,B,,F
1173,B,A,D,A,B,A,,A,,D,A,A,D,A,A,A
1174,,A,A,D,A,B,F,F,D,D,A,A,A,A,F,A
1177,B,,F,B,A,B,D,B,,B,,B,A,D,D,D
1181,B,A,A,,A,D,B,,D,A,A,A,A,A,D,D
1182,D,D,A,,,D,,,A,,A,A,A,A,,
1184,D,D,B,A,A,A,,,,B,D,A,B,A,A,A
1185,A,,A,D,D,,B,,D,B,A,B,C,B,,D
1186,A,A,D,D,,A,F,,D,A,B,B,A,A,A,D
1187,,A,,A,A,,A,,D,D,,A,F,D,B,B
1188,B,F,A,D,,F,A,A,,A,B,D,,A,C,B
1189,A,B,A,D,C,,,A,,D,A,,D,B,,A
1191,B,C,D,A,B,B,A,A,A,A,A,,B,B,C,
1192,A,,A,,,B,A,,,D,,D,F,A,D,
1193,A,B,B,,D,D,,A,D,B,A,A,A,D,A,
1194,B,,D,A,A,A,F,C,A,D,C,F,A,B,D,A
1195,D,D,D,B,A,,A,B,A,D,D,D,B,,D,A
1196,F,A,D,A,A,D,A,B,A,B,D,F,A,D,B,D
1199,D,B,A,B,,B,D,A,B,D,A,A,A,D,,D
1201,A,A,,A,A,B,D,B,A,,F,B,B,A,,A
1202,D,B,,A,B,A,,D,A,F,A,,A,A,A,D
1203,D,A,B,B,A,A,D,A,A,A,B,,A,A,A,A
1206,B,A,D,D,,B,B,,A,D,A,,A,A,,
1207,,D,D,,D,,A,A,D,D,B,A,D,D,,A
1208,D,B,A,D,F,A,,D,D,F,A,,D,D,,A
1209,D,A,A,A,A,D,D,A,D,C,A,B,,F,,A
1210,,D,,A,D,A,B,A,A,,,A,D,,D,B
1211,D,A,D,B,A,D,C,A,B,,,C,A,A,D,A
1213,,A,,,,D,A,A,B,F,D,F,,D,A,B
1214,A,D,F,A,A,,F,A,A,D,,D,A,A,D,
1219,B,A,B,C,,A,A,A,A,A,,D,F,F,B,A
1220,A,B,D,,A,,,A,A,B,D,D,D,B,A,A
1221,F,A,A,B,,A,B,B,D,,A,B,B,,,A
1222,A,,D,D,,,D,D,A,D,B,A,C,A,B,
1223,A,B,D,,A,A,B,,F,A,A,B,A,A,,A
1225,D,A,A,A,A,,A,,,A,D,,A,D,A,A
1227,A,A,D,D,A,A,A,B,,B,,,F,,A,A
1229,A,D,B,B,A,,B,B,D,A,B,,,A,D,A
1230,D,D,B,D,A,C,B,A,,D,F,,,D,B,B
1232,,A,A,,A,B,A,F,D,A,A,,,A,A,A
1233,A,F,D,D,,D,D,D,,D,A,F,D,A,F,
1234,,A,A,A,F,B,D,B,A,B,B,A,D,D,,
1235,D,,,A,A,D,D,A,,A,,B,,D,B,B
1238,A,B,F,D,B,D,B,A,,A,D,D,,C,A,A
1239,A,A,A,A,A,,A,A,B,,A,D,B,D,A,
1240,A,F,A,A,,A,C,A,A,B,,F,A,B,D,B
1241,D,D,,D,,,,A,A,D,B,B,D,,D,A
1243,A,A,,D,A,D,D,A,A,,A,A,A,B,A,D
1245,B,D,A,A,D,B,,A,A,B,D,A,B,A,,A
1246,D,A,D,A,D,B,A,D,A,A,D,C,,A,,A
1249,D,A,A,A,F,D,,A,A,A,A,A,B,,,
1251,,,D,D,D,A,A,C,F,,A,D,,,A,A
1254,B,D,,F,A,B,B,A,,B,A,A,B,,,
1255,D,D,F,A,,A,,D,D,,C,B,A,A,B,A
1257,D,A,A,D,A,F,D,A,A,B,D,B,A,A,,
1259,,,A,D,,A,,D,,B,,B,B,D,D,B
1260,,,,,B,B,A,A,A,B,A,A,A,A,A,A
1261,D,C,A,A,A,B,D,D,F,,,A,A,F,B,B
1262,D,,D,,F,,D,D,B,,,F,A,F,,A
1263,,A,B,A,F,A,,,A,A,A,B,B,A,B,B
1264,A,F,C,A,F,D,F,,A,B,B,D,D,,A,
1265,A,D,A,A,A,A,A,B,F,,,F,A,A,B,B
1267,A,B,A,D,A,F,A,A,,B,A,D,,D,D,A
1269,B,A,B,D,A,A,D,,D,,D,D,A,B,D,B
1271,A,,,,D,A,B,D,D,A,,,F,A,A,B
1272,F,A,B,B,D,,F,A,D,,,,B,F,F,D
1277,D,A,B,B,D,,A,C,,,A,,D,B,A,D
1279,C,A,,A,A,,A,A,A,A,A,D,D,,A,C
1281,B,,A,A,C,,B,,D,D,B,A,A,,A,
1283,A,,A,B,D,A,A,,B,C,,F,A,,A,B
1284,,D,D,A,A,D,D,A,A,A,D,A,B,B,A,F
1286,A,B,D,,A,A,A,A,D,A,D,D,A,B,A,A
1287,,D,,,,C,B,A,D,,A,B,A,A,B,
1289,A,F,A,B,D,B,A,F,A,D,A,A,D,F,A,B
1291,D,B,B,,A,,A,,C,B,B,F,,D,A,A
1294,A,B,B,A,D,B,D,A,B,B,A,,A,D,B,
1295,,A,D,,B,D,A,D,A,D,A,A,B,A,B,A
1297,A,F,,D,A,B,,B,C,B,B,B,D,D,B,D
1301,,A,B,,,B,A,A,B,B,C,A,A,B,,A
1302,,,B,,A,D,A,,B,A,A,A,B,D,,A
1305,A,D,A,A,A,D,A,B,A,A,A,A,A,,A,A
1306,D,A,A,,A,A,,D,A,A,,B,C,,A,C
1307,A,,A,F,A,A,D,A,A,,D,A,F,F,A,D
1308,A,A,B,,B,B,D,A,A,F,D,,A,B,D,D
1309,A,F,D,A,F,F,B,,A,,D,A,D,,,A
1310,F,A,,,A,D,D,B,A,,B,B,A,D,A,A
1311,A,A,A,B,D,,A,A,A,A,,A,B,,,F
1312,D,B,,F,A,D,D,F,B,D,,B,A,A,D,B
1314,,F,A,B,B,A,A,D,A,A,,B,A,F,A,A
1315,B,F,A,B,A,A,D,A,D,D,A,,A,A,,D
1316,A,A,F,A,D,A,D,A,A,A,A,C,,D,A,
1321,,D,A,A,A,,B,D,B,B,D,,B,D,A,D
1322,B,A,,D,C,A,D,B,,A,B,D,,A,,A
1324,F,D,D,,,B,B,F,D,D,B,A,A,,B,B
1325,,A,,A,A,A,B,,B,,D,A,D,A,A,A
1326,,D,F,B,A,A,,B,A,A,A,A,D,A,A,D
1327,F,B,A,A,,,,D,A,A,A,D,,A,,D
1330,,B,A,A,B,B,,D,A,,,F,B,A,B,B
1332,A,B,,,,B,A,F,D,B,A,A,A,A,,
1333,,D,B,A,B,,A,A,A,B,A,A,A,A,,D
1334,B,,F,A,D,,B,D,A,D,B,A,A,D,,A
1335,A,D,A,,,,A,A,A,A,A,A,D,A,A,A
1336,A,D,A,A,A,B,A,,,B,D,B,,,D,D
1339,B,B,,D,,A,,B,B,C,A,A,D,B,A,
1346,B,D,,,B,,D,A,,D,D,D,B,A,F,A
1351,A,D,D,A,D,D,,A,A,,A,B,,A,D,A
1352,A,A,A,,C,B,A,,A,,B,D,A,B,B,
1356,B,,D,A,A,A,,A,B,A,A,,A,A,D,D
1357,D,,D,A,A,A,,A,B,B,A,A,A,B,D,
1358,,A,A,D,A,B,,A,A,A,D,D,,A,,
1359,A,A,D,C,B,D,A,A,B,A,A,D,,F,A,D
1361,D,,A,A,,A,D,D,A,D,C,B,A,B,A,A
1363,A,A,A,,,D,B,,F,B,D,,,F,D,B
1369,B,D,D,A,,A,A,B,A,A,D,A,A,A,B,D
1371,A,A,D,D,,B,,A,A,A,A,A,B,D,A,
1372,F,A,D,,D,D,A,,A,A,B,D,,B,B,F
1373,A,,A,D,B,D,,D,A,A,D,A,A,D,D,F
1374,D,B,,B,D,A,B,A,D,B,A,A,D,A,A,A
1375,A,B,B,A,A,B,A,A,D,F,A,A,D,A,A,
1377,B,A,B,D,F,C,,A,,B,,D,A,D,A,A
1378,B,,D,A,D,A,,,D,D,D,A,D,,D,B
1379,A,A,F,D,B,D,B,A,D,A,D,C,D,A,D,A
1380,B,A,A,A,,,,D,,D,A,A,B,A,B,D
1381,D,D,D,A,A,A,,A,F,A,A,B,,,A,D
1382,D,A,,A,B,A,A,F,F,C,B,A,A,A,B,A
1384,,B,A,A,A,A,,A,,B,,F,,D,D,D
1385,A,D,,B,,A,D,A,A,A,,A,A,,A,B
1387,A,F,B,D,D,,D,,B,D,B,F,A,A,A,A
1389,A,D,A,A,A,B,F,,A,,A,B,D,B,A,D
1390,D,D,,A,D,A,B,B,A,B,D,B,A,,A,D
1394,D,A,B,B,A,B,F,A,D,,B,D,D,C,A,A
1395,A,F,A,B,A,F,,F,A,B,B,A,A,A,D,A
1397,,,B,D,A,A,A,B,F,A,B,F,D,D,,A
1398,F,,,C,A,D,,A,,C,A,A,A,B,D,A
1401,A,D,,A,D,D,A,A,A,,A,B,B,D,A,
1402,F,C,B,A,A,A,A,A,F,A,A,A,A,A,A,
1404,A,A,B,A,A,B,B,D,D,B,,A,A,B,A,B
1405,B,D,D,A,A,D,B,B,D,B,A,A,D,C,F,D
1407,B,A,A,D,,A,D,,B,A,A,D,A,,A,F
1408,,,A,A,D,D,A,,A,,F,,F,D,,A
1411,B,D,B,A,D,D,C,A,,D,,D,,,,B
1413,D,A,D,A,,A,B,D,D,,D,A,A,D,A,
1415,B,,A,B,F,F,D,F,A,A,A,A,B,D,B,D
1416,D,A,,A,,D,A,A,A,D,D,D,B,A,D,A
1417,D,D,A,F,D,D,A,,A,A,D,A,B,A,A,D
1421,,B,B,D,A,A,A,B,A,D,,A,D,A,,D
1423,D,A,A,A,D,A,D,D,A,D,D,,,,,B
1425,A,B,B,F,A,D,A,D,A,A,F,D,,,A,A
1426,F,F,C,A,D,,B,D,A,A,A,F,B,,A,A
1427,A,A,,A,D,A,A,,,D,B,D,,A,A,D
1428,B,F,A,,A,F,,A,,A,D,A,B,A,,A
1429,D,A,,B,A,B,D,A,B,B,A,,D,,D,D
1430,A,A,,A,A,,D,D,,B,B,,,,D,A
1431,A,A,A,D,A,A,F,A,B,,A,D,D,D,D,A
1434,D,A,D,D,B,,A,,A,B,A,B,A,,A,A
1435,F,A,A,A,,B,,,D,A,,,,,A,A
1437,A,A,B,A,D,A,D,B,A,D,A,B,D,F,D,A
1439,A,A,A,A,B,A,,A,D,D,A,A,A,A,D,A
1443,,C,,,A,A,,,A,A,B,A,D,B,A,D
1444,D,B,,B,B,,A,A,A,B,B,A,D,A,A,
1445,D,B,D,D,A,,A,F,F,A,A,F,A,A,D,C
1446,B,A,D,A,B,A,,B,A,D,D,A,A,,A,
1448,A,B,A,A,,D,,A,,D,D,D,A,A,,D
1449,,A,B,,,,A,B,,A,B,B,A,,A,A
1450,A,D,A,B,A,,,,A,A,B,,D,D,D,A
1451,A,,A,D,B,A,D,A,,,A,,,A,A,
1452,A,A,A,D,A,A,,,B,,A,D,A,B,D,
1454,D,D,B,,A,,A,B,A,D,A,B,A,A,B,
1455,,,F,D,A,A,A,,D,D,A,D,A,A,,D
1458,B,,A,A,F,A,,,C,,B,,A,D,B,A
1460,A,,,A,B,A,B,,C,,D,A,B,A,A,A
1461,A,C,,,B,A,A,B,D,D,A,A,,,F,C
1462,,,D,B,B,D,A,D,A,F,,,A,D,A,B
1463,,A,B,A,A,D,B,,A,D,D,,A,B,D,D
1465,A,D,B,A,B,B,,D,,,A,B,A,B,,A
1466,D,D,A,A,D,A,F,F,D,,D,B,D,A,D,B
1467,A,A,A,B,A,A,B,D,,A,B,D,A,F,A,
1469,,A,B,,D,B,,F,D,D,D,B,,,A,A
1472,A,D,,A,A,,A,B,A,A,A,A,D,D,,A
1474,,C,A,,A,,B,,,A,A,F,F,A,B,A
1475,A,,A,A,,,A,,A,F,B,,,A,A,D
1478,B,B,D,D,B,A,D,D,A,B,A,D,D,A,A,F
1480,,D,A,,A,A,D,,D,A,D,,F,A,C,A
1481,D,,B,,A,A,D,B,B,,D,A,F,B,A,D
1482,A,A,D,A,D,A,A,A,D,,D,D,B,,D,A
1491,D,A,D,A,A,C,F,A,A,D,A,,A,D,F,B
1492,F,F,A,F,B,D,B,A,B,A,,,D,,A,A
1495,F,D,D,A,B,A,D,A,,B,A,B,D,,D,A
1499,B,,A,B,B,C,A,A,A,A,B,B,B,F,D,B
1501,,,,A,A,F,D,A,,B,,A,,D,B,
1505,A,B,,A,,A,A,,D,B,A,C,A,A,A,B
1506,A,,A,D,A,,D,B,D,F,,,A,A,A,A
1507,,,D,A,B,B,,A,A,A,A,D,A,A,A,A
1510,A,B,,B,A,A,A,B,A,D,A,D,D,,A,A
1511,B,B,F,B,B,B,,,B,A,,A,,B,A,B
1512,,,,,,,A,F,C,,A,F,A,A,A,A
1514,A,B,F,F,,A,A,A,B,,A,B,,B,A,A
1518,A,A,D,A,A,B,,A,A,,D,A,A,D,,A
1521,A,D,B,A,A,A,F,,A,A,B,A,D,D,,B
1522,C,A,F,B,D,A,,A,A,F,F,A,D,D,D,
1524,A,A,B,A,A,B,B,A,A,A,D,A,A,B,A,A
1525,A,A,F,D,D,F,B,B,,A,D,B,A,A,B,B
1530,A,F,B,,B,B,B,A,F,D,A,A,B,,,A
1531,B,,A,,,B,B,D,A,B,A,F,A,D,A,A
1532,D,A,A,D,D,A,A,A,B,A,A,A,A,A,D,A
1535,A,D,A,B,A,F,,B,F,,F,A,F,A,F,A
1536,A,A,,,A,F,A,B,D,B,,D,A,,A,A
1539,A,,A,A,B,A,A,B,,A,A,A,D,F,,A
1542,A,,A,A,B,A,A,A,,,B,D,A,B,A,D
1543,B,A,B,A,A,B,A,A,A,,D,A,,,B,A
1544,D,D,A,D,A,A,B,D,F,,,B,A,A,C,D
1546,A,A,B,B,A,B,A,B,,,A,A,,,,A
1548,,A,A,A,B,,,D,A,,C,B,D,,A,
1549,A,,A,A,A,,F,,B,,D,A,D,,D,A
1550,,B,,A,F,,D,A,,A,D,B,A,B,B,B
1551,C,A,C,,D,,D,A,B,,A,D,A,A,A,A
1553,A,A,D,,A,D,A,D,A,D,A,,B,,A,
1554,D,D,B,C,,D,A,B,,,A,,A,D,D,B
1555,D,D,A,D,D,C,A,F,A,A,A,C,,D,D,
1556,,F,D,D,A,F,A,,A,D,A,A,A,D,A,A
1558,F,D,,A,,D,B,,F,,,A,A,D,A,D
1560,A,D,A,A,B,A,,D,D,,B,B,,B,F,F
1561,A,A,D,D,A,,,A,A,A,A,D,D,D,D,D
1565,B,B,D,,A,B,B,F,C,A,D,,D,D,,A
